text,Joy,Hate,Love,Sorrow,Anxiety,Surprise,Anger,Expect
忘掉政治。,0,0,0,0,0,0,0,1
圣诞节而想到的一堆７７８８,0,0,0,0,0,0,0,1
陈说他们相爱着，但彼此都不想结婚。,0,0,0,0,1,0,0,0
据我的观察，许多老人见了孩子那种喜悦和疼爱，是强烈而发自内心的，甚至难以掩饰。,1,0,1,0,0,0,0,0
我们民族，海纳百川，有容乃大，正是因为这种精神，让我们民族文化变得丰富多彩，妖娆动人。,0,0,1,0,0,0,0,0
话说回来，这次ＫＯＧＡ的作品表达了一个日本人历来主张的“冷美”，就像前几天阿毛博客上的日本乡村婚礼一样，有不少网友写纸条跟我说；“日本人的婚礼怎么办得像葬礼呀？,0,0,1,0,0,1,0,0
也难怪那些作者们了，因为他们在上架之前，就已经牺牲了很多章节，等上架之后，就不得不写些色情文字来充数，收多一点点ＶＩＰ稿酬了。,0,0,0,1,0,0,1,0
更是解除孤独感无法替代的精神食量。,1,0,1,0,0,0,0,0
松驰啦、休闲啦，虽然都能成为北京的面孔，但我还是喜欢整齐的步伐，哪怕只是一个相遇，一个路过，这些步伐能给人扎实的节奏。,0,0,1,0,0,0,0,0
身边的女孩子各种类型，各种风情的，都有过一定接触。,1,0,1,0,0,0,0,0
你是躲也躲不开的下午，我是走也走不了的那班延误！,0,0,0,0,1,0,0,0
听说金融风暴里，有钱人都买黄金来保值，那我就买个耳环凑凑热闹吧！,0,0,1,0,0,0,0,0
粉粉的花瓣，装饰着整个春天。,0,0,1,0,0,0,0,0
说实在，我当然希望刘翔能拿冠军，那样我一定会为他激动到热泪盈眶，手掌鼓到充血。,0,0,1,0,0,0,0,1
因此，自然遭到国际社会的批评。,0,1,0,0,1,0,0,0
我知道对于儿子的引导不能着急，只能慢慢来。,0,0,0,0,1,0,0,0
而这个被称作“光”的老人，一生无子女的她，努力回赠社会，慷慨地把物资赠予有需要的陌生人，有缘者得之。,0,0,1,0,0,0,0,0
让人感觉很美。,0,0,1,0,0,0,0,0
有一次，当她惊恐却又情不自禁地向站在教室门口的他望去时，他正注视着她，友好而纯真地朝她微笑，她看呆了。,1,0,1,0,0,0,0,0
２０多年前刚到日本的时候，住在乡下，最先看到行走的日本人是一位老太太，我发现她的手指头很粗，胳膊上的筋络十分明显，犹如老树的盘根一样。,0,0,0,0,0,1,0,0
我用力地呼吸着清新的空气．．．神清气爽！,1,0,1,0,0,0,0,0
不要这样了，我们是亲人．．．,0,0,0,1,0,0,0,0
”这就是心有灵犀吧？,0,0,1,0,0,0,0,0
还有多少美丽的地方没有来得及游览，还有多少美好的生活没有来得及尝试，还有多少科学发明创造的成果没有来得及享用，甚至真正的爱情之花还没有来得及绽放，怎么就舍得走了呢？,0,0,0,1,1,0,0,0
最后我想说一句：谁也不知道等待我们的将会是什么，就算世界都放弃了我们，我们还有自己、还有家、还有永远支持我们的爸妈。,0,0,1,0,0,0,0,1
我们的伪君子们什么时候会不再被胁迫？,0,1,0,1,0,0,1,0
可我这人不善交际，推销做生意不行啊！,0,0,0,0,1,0,0,0
”叔叔，阿姨们问她，“要玩具。,0,0,1,0,0,0,0,0
可是今天我却发现全部都看不到那些熟悉的身影，在阳光明媚的日子里，却发现寻找不到那样的每一个片段，好象已被暂时落幕了！,0,0,0,1,0,0,0,0
有人说他是“双簧”，有人说他是“空气乐手”，总之对他的表演似乎很难归化到一个名称上。,0,0,1,0,0,0,0,0
只是我们想低调些，也许是装傻些，失败我们继续重来，成功我们不争名利，庆功我们不再高调。,1,0,1,0,0,0,0,0
我们再要价２１万，他们加了五千块后，双方最后决定拍板同意。,1,0,0,0,0,0,0,1
我太想笑了，但我忍着没笑，就突然有了一点敬意。,1,0,1,0,0,0,0,0
去了女人的世界，全身按摩，护手美甲，享受着女人该有的但又有些奢侈的服务。,1,0,1,0,0,0,0,0
想想，一个轻雨若烟的日子，一个淡泊幽怨的女人，于一个年头就要走过的时候，在一条苍凉的小路上，忽然相遇一树依然葱茏的绿叶儿，该是怎样的情景啊！,1,0,1,0,0,0,0,0
我思念的城市，在远方。,0,0,1,0,0,0,0,0
以连续上班一个月的代价换来了十一天的休假，这在我的职业生涯里是少有的。,1,0,0,0,0,0,0,0
另外，谁来点燃最后的火炬台依然是个值得关注的焦点。,0,0,0,0,0,0,0,1
我有一个梦想,0,0,0,0,0,0,0,1
那天她终于控制不住，拨通了每天看了Ｎ遍的手机号码，约了Ｌ。,0,0,0,0,1,0,0,0
”　他的声音掷地有声的鼓舞着所有广大解放军战士，使一位又一位的伤员在废墟里学会了坚强。,1,0,0,0,0,0,0,0
他年长我三岁，却时常感叹自己逝去的青春岁月，在我心里有时像个长者，有时像个哥哥，有时像……久别多年，他说我还是那样的气质迷人，丰韵尚在。,1,0,1,0,0,0,0,0
记得那一个春节，每人凭票供应贰两肉，其它东西也都凭票，比如糖果，也只有三两。,0,0,0,1,0,0,0,0
多好啊。,0,0,1,0,0,0,0,0
每次想到你时，我总是强忍住泪水，总是无法平息心中剧烈的疼痛，不知道怎样去记下这个平凡的男人。,0,0,0,1,1,0,0,0
结束一切成功的东西，结束一切不快乐的事情，结束一切我们心底没办法结束的东西，０９年是一个新的起点，我们生活新的篇章也由此打开……,1,0,0,0,0,0,0,1
为什么你从不主动说来找我呢？,0,0,0,0,1,0,0,0
未曾见面之前，就已倍觉亲切，认定他是很好的朋友了。,0,0,1,0,0,0,0,0
成长的代价是飘泊，为了生活放弃心爱的钢琴，埋葬了梦想。,0,1,0,1,1,0,0,0
仿佛这江南雨，让我难以忘怀。,0,0,0,1,0,0,0,0
我们烧的金元宝、房子、车子、衣服、鞋……都够不够用！,0,0,0,1,1,0,0,0
看着你在我面前狼吞虎咽的进餐，我有了一种满足感。,1,0,1,0,0,0,0,0
好多人都有私家车了，没本事。,0,0,0,0,0,0,1,0
是成长的鲜活过程。,1,0,1,0,0,0,0,0
《簪花汇》深闺春锁，舒缓的音乐配着舒缓的舞蹈，错以为歌舞就是这样，没有间歇，没有张驰，而《艳歌行》与《簪花汇》还有《相思吟》的迟滞，让我来得及慢慢品味，看得明白舞者最细小的动作，听得清楚乐者最微小的声音。,0,0,1,0,0,0,0,0
为什么呀？,0,0,0,0,1,0,0,0
这部经典作品曾经轰动过日本，在没有任何大手笔的宣传下，创下了当时影院票房的记录。,0,0,1,0,0,1,0,0
不是通过顺应普世价值，使自己成为令人尊敬、促进整个人类进步发展的世界大国，而是通过煽动民族主义、与普世价值对立、凭藉军事实力，期图重温昔日苏联帝国的黄粱梦。,0,1,0,0,1,0,1,0
是我们不孝啊！,0,1,0,1,0,0,0,0
珍惜吧，珍惜所拥有的以及还没有拥有的，心灵的土壤不断被珍惜、被呵护，即使心灵的土壤长不出参天大树，但我们可以拥有对蓝天的向往。,0,0,1,0,0,0,0,1
北方大部分小麦产区，齐刷刷地遭遇到了三十年不遇、甚至五十年不遇的大旱，已经严重地影响到了冬小麦的生长。,0,0,0,1,1,0,0,0
终于，我开眉展眼的和亲爱的同窗们大碗喝酒大块吃了肉，快活了三天。,1,0,0,0,0,0,0,0
心里有个莲湖，看不看倒无所谓了。,1,0,1,0,0,0,0,0
灾难的属性,0,0,0,1,0,0,0,0
我喜欢的我要去追求她！,0,0,1,0,0,0,0,1
当时，迷迷糊糊的我只以为大伙日子过得太平静，小题大做了吧！,0,0,0,0,1,0,1,0
瞿万容老师保护的不是一个幼小的生命，而是留住了一个美好的希望、一种坚毅的精神、一种神圣的责任。,0,0,1,0,0,0,0,1
学荣，文雅还有郑颍给了我一个很大的惊喜和感动，他们把屋子打扫的特别干净，把屋子布置的非常温馨，他们用手工做的红线结框在我们的几张大海报上面，海报里面是每个人的梦想。,1,0,1,0,0,0,0,0
奈何后来要退票，因为时间点走不开。,0,0,0,0,1,0,0,0
我没有跟任何说我和他分手了。,0,0,0,1,0,0,0,0
蜡烛确实让我觉得很温暖，让我感觉到存在的幸福。,0,0,1,0,0,0,0,0
我急的牙顿时全肿了，饭也吃不进去了。,0,0,0,0,1,0,0,0
不明白的事情很多，傻傻的的以为只要用心去就会得到幸福，没弄清事实就去疯狂的胡乱认真，可爱情并不是这样，我错了错得一塌糊涂把自己都差一点输掉。,0,0,0,1,1,0,0,0
一部新影片面世，他们一定拍几张滑稽的，甚至走光的照片。,0,1,0,0,0,0,0,0
情人相比于男朋友难度要低的多，高兴了就在一起乐呵下，不高兴了就撒撒气，闲了就来亲热下，忙了就各忙各的去。,1,0,1,0,0,0,0,0
很多前辈作家对我说过，为文之前，先为人，在麦家身上，我又学到了这一点。,1,0,0,0,0,0,0,0
而生为国人也第一次被中国人的顽强、坚韧与大爱情怀所深深感动。,1,0,1,0,0,0,0,0
对于新闻报道，应该实事求是，是什么就是什么，尽管《赤壁》上集是全球公映，但其票房总收入前，不能简单的冠以“全球”。,0,0,0,0,1,0,1,0
那时，再远的距离也拉不开我们的默契与彼此的感应。,1,0,1,0,0,0,0,0
最关键的是对着我舅舅，我愣是看了半天，差点问旁边的三姨，那个穿红褂子的像我舅舅的人到底是不是我舅舅（其实就是）？,0,0,0,0,1,0,0,0
世界上没有任何一处阳光比宝宝的微笑更让人觉得温暖，没有任何一件成功胜过见证一个生命的成长所激发的自豪。,1,0,1,0,0,0,0,0
他叫我为傻狍子，因为我的物理从不及格。,0,0,0,1,1,0,0,0
我摘录在手机里：……幸福原来是这样，倾听生命的旋响，于繁华处淡然，淡然处安闲，静待来年，春暖花开，分享梦想，分享爱。,0,0,1,0,0,0,0,0
因为她的妹妹和一个南朝鲜的帅哥喜结连理，并生出一个小章子仪一样的美女（她本人语）　，Ｅ现在认为温柔典雅亚洲男子才是人类最完美的情人。,1,0,1,0,0,0,0,0
只可惜，郭敬明这次无缘无故成了众矢之的与炮灰，不免有点含冤难雪。,0,0,0,1,0,0,0,0
想和你一起看潮起潮落，共听风雨的妙音，共享星月之爱。,0,0,1,0,0,0,0,0
既然许多事情无可奈何，为何不改变自己，让心境放平和一些，起码对自己的健康负责任！,0,0,1,0,0,0,0,1
此外，还有一个细节，商家要求职员主动把自己制造的垃圾带回去，比如中午买盒饭吃，包装纸和饭盒筷子都会变成垃圾。,0,0,1,0,0,0,0,0
她马上小脑瓜一歪说：那可不行，我还要用呢。,0,0,1,0,0,0,0,0
我在喀什市郊一个农贸市场闲逛，主要是喜欢看当地的风土人情。,0,0,1,0,0,0,0,0
那些身躯较小的红剑们看到居士这个样子不得不躲得远远的。,0,0,0,0,1,0,0,0
你给的伤，慢慢深刻于我心。,0,0,0,1,0,0,0,0
断根的伤口在疼痛，心在滴血，即使大树再次扎根，也未必会生长的那么坚定，那么坚忍不拔。,0,0,0,1,1,0,0,0
在多雨的季节，总会有一把天堂伞悄悄的为我遮风挡雨。,1,0,1,0,0,0,0,0
扉页上有译者傅雷先生的亲笔字：圣陶先生教正。,0,0,1,0,0,0,0,0
１８４６年１０月１６日上午，哈佛医学院外科教授沃伦，麻醉师牙医莫顿，为阿波特用乙醚进行麻醉，成功地在无痛条件下摘除了病人颈部肿瘤，这是人类现代医学史的里程碑，除减少病人的痛苦外，更多的是保持了病人手术时的尊严。,0,0,1,0,0,0,0,0
评判打了１６点多的分数给程菲，这分数是在同场比赛中最高的。,1,0,0,0,0,0,0,0
喝下第四杯，我感到了一种浓浓的、淳淳的、烈烈的味道。,0,0,1,0,0,0,0,0
这个暑假很牛！,1,0,0,0,0,0,0,0
和他这段经历我会永远记在心里，那是美好的。,0,0,1,0,0,0,0,0
大地干枯了一冬有余，禾苗都失去了往年的色绿，打了蔫儿了的无精打采　，人们的心也干枯了一冬有余啊！,0,0,0,1,1,0,0,0
天寒情浓,1,0,0,0,0,0,0,0
我想，该不是这一上午都心情不好一直在哭吧？,0,0,0,0,1,0,0,0
望着漫天的星辰，星儿的脸庞微笑如初。,0,0,1,0,0,0,0,0
他被一批美国人变成了ＮＢＡ传统意义上的超级中锋，但另外一批美国人却找来像大小加索尔、博古特、别德林斯、巴格纳尼这样的世界篮球的中锋来对付他。,0,1,0,0,0,0,0,0
我只是生活在自己的回忆想象中，只看到你对我的一点点的好，然后让这一点点的好在回忆想象中扩大千倍万倍，不曾正视生活中你给我的真正对待，让幻想充斥自己的整个心灵。,0,0,0,0,1,0,0,0
步行在静默的柏油路上，有冷风拂过我的脸，然后顺着脸颊掠过耳骨，呼呼作响。,0,0,0,0,1,0,0,0
夜的黑色大幕终于像斗篷般披落下来，试图遮盖所有。,0,0,0,0,1,0,0,0
完全不顾家人的感受，自己想结就结想离就离。,0,1,0,0,0,0,1,0
其实，那个男人不是有这样一个远大的抱负？,0,0,0,0,0,0,0,1
第二，你还算合群。,0,0,1,0,0,0,0,0
那时因慕名而来，并未用心，所以也没记住什么。,0,0,1,1,0,0,0,0
而你在这个过程中获得了友情和快乐。,1,0,1,0,0,0,0,0
因为那一天我依然是个幸福，快乐，沉醉在甜蜜爱情中的女孩。,1,0,1,0,0,0,0,0
因此，一个有风度的男人，应该把“对不起”三个字留给女人来说。,0,0,1,0,0,0,0,0
妈妈躺在床上，脸上一块青一块紫。,0,0,0,1,0,0,0,0
一个孩子也在中国代表队，那是地震中的英雄少年。,0,0,1,0,0,0,0,0
香港不然，客人参加婚宴随的礼钱根本涮不出盘子。,0,0,0,1,1,0,0,0
没想到《加油好男儿》依然延续了《超女》的风格，一个大男人的节目，居然也搞得哼哼唧唧，哭哭啼啼，场面也做得有些虚假、做作，除了看几张年轻漂亮的男儿脸晃来晃去没觉着什么好来，多少有点倒人胃口。,0,1,0,0,0,1,0,0
当搬入临时宿舍的时候，一切都已经重新开始。,1,0,0,0,0,0,0,1
牵挂成了发自内心的关爱与思念。,0,0,1,0,0,0,0,0
我快乐地舞动着自己的眼波，却猛地看到了白桦树那双哭泣的眼睛，那眼神里充满了忧郁与彷徨。,0,0,0,1,1,0,0,0
可以保证，你们结成连理吗？,0,0,0,0,1,0,0,0
曾经那么的喜欢花草，到了有点痴迷的程度，可以呆呆的看着，不觉疲倦。,0,0,1,0,0,0,0,1
我买了一块钱的，请他们吃，他们只吃了两个，我吃了三个，真的很好吃。,0,0,1,0,0,0,0,0
我现在想，姥姥走了，我再也不能尽孝了，唯一能做的就是照顾好她活在世上的亲人们，让她在天之灵不要再牵绊人间，在九泉之下得到真正的安息！,0,0,0,1,0,0,0,1
不知不觉已两个小时，我们来到了包家山隧道。,1,0,0,0,0,0,0,0
认为一切都是理所应当，认为一切都是手到拿来。,0,1,0,0,0,0,1,0
这种“均贫富”的新平权主义思想在中国有着深厚的历史和文化基础，近来在现实生活中又大有抬头之势。,0,0,0,0,1,0,1,0
不过，如果能遇到如下的情景，千载难逢，从高空看下去，竟然是另类的美丽！,0,0,1,0,0,0,0,0
我的车子是无级变速２００３年的ＦＯＲＤ，（后来换了很多车，对于第一部还是有感情。,0,0,1,0,0,0,0,0
被爱对于女人真的比生命还重要吗？,0,0,0,1,1,0,0,0
跟挣钱无关的事情别去做。,0,1,0,0,0,0,0,0
路边，有绿枝捧出满树繁星般的黄花，雨珠儿挂在花叶间，仿佛是一群不识秋的少女，依在枝头抛掷伤秋的眼神。,0,0,1,0,0,0,0,0
在这位美女教授的眼里，李清照虽然长得漂亮又有才，但也有很多“劣行”，比如好赌、好酒、好色。,0,1,1,0,0,0,0,0
开幕式上的艺术元素无论是木偶和汉字，还是孔子三千弟子的方阵和戏剧，尤其是水墨画的人体意象表演，无不引起日本播音员的高声惊叹。,1,0,1,0,0,1,0,0
自此，希腊文明和东方文明在这里相融，东方用奥林匹亚山上的圣火照亮西方，我们的另一半。,1,0,1,0,0,0,0,0
能坐着仰望星空已经是很惬意的享受了。,1,0,1,0,0,0,0,0
孙刘联盟也只是三分天下的一部分，可以说赤壁之战也是孔明在战略上的胜利。,1,0,0,0,0,0,0,0
听到他有难，我心里非常的着急，甚至想把家里的一点钱借给他，他说不用，少许的钱起不了作用，他自己会想到办法的，叫我放心。,0,0,0,1,1,0,0,0
要是就这样做一对好朋友该多好。,1,0,1,0,0,0,0,1
当他几番回盼小英雄林浩的瞬间，他的英雄本色充分地显现。,0,0,1,0,0,0,0,0
有目的的瞎话又分为善意的和恶意的，无目的的就分不出类了。,0,1,0,0,0,0,0,0
所以，有的人就希望自己找着的是像狗一样忠诚的伴侣，而且越是想拥有狗一样忠诚的人，自己内心越是不想当一只狗的，就算是想当狗也要当一只自由自在的野狗。,0,0,0,0,0,0,0,1
我差点都喜极而泣了。,1,0,0,0,0,0,0,0
不光河道如此，日本人的审美观有一种外表“看上去要好看”的心理，但凡日本料理最典型，为了菜做起来要好看，所以冷菜比热菜多。,0,1,0,0,0,0,0,0
我可以看见很多很多朋友在线，但我不知道该和他们说什么，３６个算多吗？,0,0,1,1,1,0,0,0
经常会想，为什么江这边的人，要跑去江那边工作？,0,0,0,0,1,0,0,0
这辈子，你们做得到死也在一起吗？,0,0,0,0,1,0,0,0
他们漫无目的地吃着，旁若无人地亲热着。,0,1,0,0,0,0,1,0
最近，“山寨”成了一个流行的词汇，也成为一种新的文化风潮，引起了广泛的关注。,0,0,1,0,0,0,0,0
”回家后，母亲告诉儿子：“班主任对你非常满意，他说了，只要你努力，是很有希望考上重点高中的。,1,0,0,0,0,0,0,1
我们只不过是孩子，我们有能力去承受那种大人的爱吗？,0,0,0,1,1,0,0,0
老爸的郁闷可想而知。,0,0,0,1,1,0,0,0
婚姻的怀疑,0,0,0,0,1,0,0,0
孩子的心很脆弱，如果他的付出一直被泼冷水或视若无睹的话，他便会退回到一个坚硬的壳里，深深地把自己包起来，会觉得做一个自私自利的人比较安全；但如果他要什么都能给他，他就会变成一个无底洞，怎么样也填不满。,0,0,0,1,1,0,0,0
似乎冬天来的太早，还是我忘掉了季节在流动，太多的事情夹杂着我让我忽略了这些，所以当大风来临时，我还在怀疑是不是很冷，结果我是错的，寒冷侵袭了我。,0,0,0,0,1,0,0,0
８０后与９０后为何老是对骂？,0,0,0,0,1,0,0,0
外面，烟火连连，喜悦洋溢。,0,0,1,0,0,0,0,0
陈再对服务员说，抱去。,0,0,0,0,0,0,0,1
我有着强烈的臆想症，我时常会想着在我身上会发生些什么，尽管这二十多年并未有过波折。,0,0,0,0,1,0,0,0
但我心里知道，我要努力了，是该努力了，就像从前一样，这将是一条艰苦的路，会很辛苦！,0,0,0,0,1,0,0,1
倘使不挂着贺岁片的名号，或许效果会更好点吧！,0,0,1,0,0,0,0,1
这是我光亮性格的一个败笔－－－－我一直这样认为。,0,0,0,1,0,0,0,0
不想让时光就这么走，更不想让那些日子只能定格在记忆中。,0,0,0,0,1,0,0,0
到最后，却真的是谁也不是谁的谁。,0,0,0,1,1,0,0,0
但是在这“天下谁人不炒作”的年代，我们不得不怀疑这位女孩的本意了。,0,0,0,1,1,0,0,0
曹操固然强大，是乱世枭雄，但刘备、孙权、孔明、周瑜等这些人也不是省油的灯，一个个也是盖世英雄。,0,0,0,0,1,0,0,0
物质时代，物欲横流，斯文扫地，诗意退席！,0,0,0,1,0,0,0,0
赵委员的一个主要理由是，“会议创造出的财富，远大于几天的住宿开销”。,1,0,0,0,0,0,0,1
后来我们才知道刘老师出生地主富豪家庭，在那个年代里，因为家庭成分问题，刘老师一直抬不起头，尽管他师院毕业志愿报名来到我们偏远小城学校教书，在学校教学威望极高，可每次运动，学校总将他列入“黑名单”中。,0,0,0,0,1,0,0,0
失望，有时候也是一种幸福，因为有所期待，所以才会失望，因为有爱，才会有期待，所以纵使失望，也是一种幸福，虽然这种幸福有点痛。,0,0,1,1,1,0,0,1
彻骨的冷。,0,0,0,0,1,0,0,0
我听着她这么跟我说话就挺难过的。,0,0,0,1,0,0,0,0
”你纳闷了，用手抓着你的那叫人不喜欢的平头说：“今天怎么了？,0,0,0,0,1,0,0,0
那片片叶子，仿佛时间的手，抚摸着过往的一切，在夕阳下斑驳了一地的柔情。,0,0,1,0,0,0,0,0
似乎没有哪一年像２００８年这样把国家利益同个人利益如此紧密地联系在一起，所谓同呼吸、共命运。,1,0,1,0,0,0,0,0
公安破案，获奖３０万！,1,0,0,0,0,1,0,0
碰到以前的同事，他问我的近况，然后说，好好工作，好好生活，好好过。,0,0,0,0,0,0,0,1
只是，永远不要忘了那一万多运动员。,0,0,0,0,0,0,0,1
此外，在赤壁之战中，曹操在战术上也犯有严重的错误，说到底就是没有将自己的优势发挥出来。,0,0,0,1,1,0,0,0
我们走在人群中，可还听得到别人真诚的问候，看得见别人无助的请求？,0,0,0,0,1,0,0,0
每一次想你的时候，泪水总会不听使唤地掉下来，一次一次地答应你，在你的世界，我要做一个坚强的小孩，可是，对不起，我总学不会，请原谅我的脆弱，在我的世界里，从不曾有＂坚强＂的时候，一切只怪自己太爱你。,0,0,1,1,0,0,0,0
她看了看前面的庄稼，伸出手，不经意地擦去额头的汗，俯身继续着劳作。,0,0,1,0,0,0,0,0
今天早上，还是吵架了。,0,0,0,0,0,0,1,0
再比如：关于儿子的内向问题，我以为，等他稍微长大，自然就会好的，完全没必要那么担心而紧张。,1,0,0,0,0,0,0,1
这场地质灾难，对我们远隔千里之外的人们都深感悲痛，那身处灾区的同胞们呢！,0,0,0,1,1,0,0,0
飞机晚点，大家都着急，能不能照顾一下，让你的学生安静下来！,0,0,0,0,1,0,1,0
爱不下去的时候，只有静静的转身。,0,0,0,1,0,0,0,0
啊，不可能，我的书包还在里面！,0,0,0,1,1,1,0,0
我每次见他，不是说惯他，我怜惜于他的敏感，就尽我所能在言语和行为上呵护，观察一个小人成长是很奇妙的，人自有天定的才智性格和命数，我们，也就是给他鼓励和能达到的条件，让他一颗小小的心茁壮起来。,0,0,1,0,0,0,0,1
情感：呵护,0,0,1,0,0,0,0,0
今天状态不好，虽然是节日，我却有了生病的前兆。,0,0,0,1,1,0,0,0
老是学不会改变自己，老是对很多事情都不愿意低头，不会轻易认输，老是不能理解“退一步，海阔天空”的含义，我知道，其实很多的时候，我们需要的仅仅是一点点勇气，一点点对自己的残忍，使自己敢于坚强地直面我们惨淡的人生，生活中总是有太多太多的无奈，我们周遭的环境不会因人而异。,0,0,0,1,1,0,0,0
可是我……真的很没用，只会想那些有的没的，就是不懂得努力……,0,1,0,1,1,0,1,0
还有那些永远值得纪念的照片，定格了我们年轻人的回忆，那是真实的体现，智慧的象征，狂顶！,0,0,1,0,0,0,0,0
此言极重，出自《左传》，两千年前古人都有此深刻认识，令人感佩。,0,0,1,0,0,0,0,0
本来作为理科生，去当个文人，总觉得不适应。,0,0,0,0,1,0,0,0
调查显示，１００位长辈看到儿孙后的表情与脸色变化为：９１人表情愉悦，面带微笑；５人平静祥和；４人表情中充满期待与希冀。,1,0,1,0,0,0,0,0
干吗老杀气腾腾呢？,0,1,0,0,0,0,0,0
小女人不哭，小女人加油，我永远都是小女人．．．,0,0,1,0,0,0,0,1
希腊政府多年来致力于追讨收藏于大英博物馆的希腊巴台农神庙大理石雕塑，这雕塑如果用钱去买的话恐怕是无法想象的。,0,0,0,0,1,0,0,0
记得小时在柬埔寨，每逢雷雨，我都似海燕那样迎着闪电在田野上奔驰，享受天然的沐浴，十分刺激。,1,0,1,0,0,0,0,0
还有就是每个礼拜，母亲会蒸几次“花卷儿”，所谓花卷儿，就是一层白面一层粗面卷在一起蒸的那种，有的时候母亲会在夹层放一点点油和盐，特好吃。,0,0,1,0,0,0,0,0
无论谁输谁赢，这都是一个有历史意味的夜晚。,1,0,1,0,0,0,0,0
可是下一句我们却都接不上话了……后来的后来，我们终于忘记了彼此在岁月中的样子，原来，最真的友谊，只存在于青涩的校园里，如今我们隔海相望，或许才是最安全的距离……,0,0,0,0,1,0,0,0
和妹妹们一块去的时候，我在树上摘软柿子，妹妹急得直在树下指这喊那，好像只有她最知道树上哪儿有软柿子。,0,0,0,0,0,0,0,1
爱情不要像手里的泥土，越抓紧，就容易流下来，最后剩下的只是少之又少的尘埃。,0,0,0,1,1,0,0,0
只能拈花微笑、只能抱月迟眠，只能游走在江南无边无际的烟雨中。,0,0,0,1,0,0,0,0
葬在青春里那些明媚的忧伤,0,0,0,1,0,0,0,0
我一直努力让自己做一个简单的女子，有着简单的快乐，同时也会有着简单的悲伤。,0,0,1,0,0,0,0,0
戏说乾隆便罢，戏说嘌呤可就害人不浅了。,0,1,0,0,0,0,0,0
没兴趣　！,0,0,0,0,0,0,1,0
对于文笔比你好的，勿嫉妒。,0,0,0,0,0,0,0,1
我好想也参与到你们这个快乐团体。,1,0,0,0,0,0,0,1
乒乓球又不是相扑，没有任何肢体冲突，为啥对人那么不善呢？,0,1,0,0,0,0,0,0
下葬结束那天晚上回到饭店，大家一起商量，总感到妈妈的墓地太简陋了。,0,0,0,1,1,0,0,0
原来，是老先生患上了上呼吸道疾病，本来医院距离家很近，老先生不想让老妇人来陪同，自己到这里看医生就可以了，但是老妇人担心老先生的身体，执意要来，就这样，他们在这样的特殊环境下上演了一场恩爱剧。,1,0,1,0,0,0,0,0
出其不意　出奇制胜,1,0,1,0,0,1,0,0
目前，围绕扩大内需，相对富裕的少数人群觉得这是最好的投资消费年代，因为全球经济不景气，股票不断跌破发行价，商品不断跌破出厂价，现在是全面抄底的好机会。,0,0,1,1,0,0,0,0
看清风送客，几许愁绪，几许淡雅，来去无由。,0,0,0,1,0,0,0,0
沪江网有很多学习日语的网友，衷心希望大家学有所成。,0,0,0,0,0,0,0,1
“当你孤单，你会想起谁？,0,0,0,1,0,0,0,0
今年是我的本命年，似乎一切的一切都过得不是很顺利。,0,0,0,1,1,0,0,0
那时我真的觉得自己就是世界上最幸福的人。,1,0,1,0,0,0,0,0
该文由两种图形联想到中国历史上的两种人：执子与通子，进而展开人生观、处世方式之解读，最后以“如果我们拥有了执子的执著与通子的包容，该会有另一种更美的图形吧”收尾，令人回味无穷。,0,0,1,0,0,0,0,0
当年雷锋为战友为群众做了那么好事，在很多人眼里很傻。,0,0,0,1,1,0,0,0
我都不知道自己为什么上网这么长时间都不知道怎么在“Ｅ人杂志社”发表文章，气死我了。,0,0,0,0,0,0,1,0
山寨有盗版，但不等于全部是盗版。,0,0,0,0,0,0,1,0
爸爸，女儿长大了。,1,0,0,0,0,0,0,0
地上搬家的小蚂蚁，春天枝头鸣唱的鸟儿，高原上奔跑的羚羊，大海中戏水的鲸鱼等等，无不丰富着生命世界。,0,0,1,0,0,0,0,0
这段日子有点混乱，有点恍惚的感觉，分不清快乐与悲伤了，它们都降临的太快，走的时候也无声无息，我向上帝祷告：能不能给我一点时间，我看不清自己的笑脸，也找不见自己的伤口，透骨子的痛，是失落，是无奈．,0,0,0,1,1,0,0,0
从忧伤与烦躁中走出来的宁静与坚强，必定是真挚而迷人的。,0,0,1,0,0,0,0,0
倒数１分３７秒，我们才真正理解这７磅沉重而悲悯的含义。,0,0,0,1,0,0,0,0
这才是一个学生应有的面容呀！,1,0,1,0,0,0,0,0
不可否认，这是我二十多年来见到过的日本最美的风景。,0,0,1,0,0,0,0,0
看着那些孩子的眼神，看着那些孩子过的生活，听着那重重的好似敲在你心上的而又忧伤的音乐，觉的心痛，泪水不自觉的留了下来。,0,0,0,1,1,0,0,0
在他盛意拳拳之下，我破例地喝了半杯桂花陈酒，原来这些桂花陈酒真是甜的，我很高兴，因为它证实了我那“家乡美酒醇中甜”的诗词。,1,0,1,0,0,0,0,0
昨天听人说，吃草莓和樱桃对清除嘌呤有好处，我打算让老爸试试，可又担心他的牙吃不消酸。,0,0,0,0,1,0,0,1
不想再养小金鱼,0,0,0,0,1,0,0,0
我不摇头，也不摆手，只继续我脚下的路。,0,0,0,1,0,0,0,0
我们想，已经是八十年代中期了，读书无用论总不能永远应验。,0,0,0,0,0,0,0,1
干吗要让她支离破碎。,0,0,0,1,0,0,0,0
但是，我不会没吃的没住的，我才不管谁爱不爱。,1,0,0,0,0,0,0,1
