dev_id,train_nn_rank,train_id,cosine_sim,dev_text,train_text,train_labels,dev_paraphrase,train_paraphrase
2018-Es-04805,1,2018-Es-02140,0.9995407462120056,Necesito proyectos de diseño pagados en $$ 😭,Ni sueño ,none,,
2018-Es-01473,1,2018-Es-00656,0.9995988607406616,#DeColombiaMeGusta todo. Orgulloso de ser Colombia hijumadre !!!!,Bueno... todos son unos malditos idiotas. Ya entiendo el resentimiento #Feminazi,anger,,
2018-Es-05175,1,2018-Es-02652,0.9995766878128052,"JAJAJAJAJAJAJJAJA la Andrea está viendo ""Laura"" que tanto está aburrida",JAJAJAJAJAJAJAJJAJAJAA yo no te la puedo creerrrrr ,joy,,
2018-Es-00983,1,2018-Es-06444,0.9993246793746948,Si espera rencor o alegría de verme sufrir....,"Un vacío amargo, es lo que siento.",sadness,,
2018-Es-00178,1,2018-Es-03386,0.999692440032959,@abc_es @gabrielturmo Todo muy del estilo Dinamarca del Sur. Jaja. #ironía,@SUR_cultura @cacmalaga @ajavierlopez Pero vamos que es un poco la tesis del cura Perez Pallares de no ofender a nadie.,trust,,
2018-Es-01556,1,2018-Es-02774,0.9993911981582642,@elespanolcom A lo loco!!! ¿Lo próximo qué será...? ¿Que puedan votar? #ironía  Menudos retrógrados.,@IchB0nerge ¿Cuál? ¿El fin del mundo o el sexo? ,anticipation,,
2018-Es-04099,1,2018-Es-02030,0.9998026490211487,A mi se me va a desaparecer el resentimiento por alguien o por algunas cosas cuando me vaya a vivir a otro país y nose si más lejos tdvia,Fuera de joda que me siento afortunada por tener a las personas que tengo,"joy,optimism",,
2018-Es-00064,1,2018-Es-03380,0.9997829794883728,@CabraVoladoraST @LazaPLAYS Me cago en la puta ,@radicalyfeliz @evoespueblo Y para insultar da la cara y nombre cobarde,"anger,disgust",,
2018-Es-01916,1,2018-Es-03535,0.9997284412384033,@alfredocamposga @descifraguerra @KurdisCat Claro colaboras con nosotros.... eres parte del régimen xD a mi me dio una arritmia del disgusto,No hay terrorismo en Araucania dice @marcoporchile en @elinformanteTVN  muy de acuerdo contigo!!!,"anticipation,trust",,
2018-Es-01520,1,2018-Es-04116,0.9996934533119202,"@FelipeCacahuate Es entretenida, te la recomiendo",@DanyArguello3 Cama y tele 😥,sadness,,
2018-Es-05228,1,2018-Es-01166,0.9994997978210449,Me falt 2 cap de Narcos. No te termines nuncaa 😢 Agente peña te voy a amar de por vida ❤,Un mes separados mamita linda!! Te extraño 😭,"love,sadness",,
2018-Es-01106,1,2018-Es-01373,0.9993547201156616,@AfgaChronos Muchas gracias! 😊,"@paspadita Dale, lo vicho! Muchas gracias!! 😊",joy,,
2018-Es-04663,1,2018-Es-03803,0.9997766613960266,@carlesenric @Mokadern Teniendo en cuenta que esas denuncias sólo ocurren cuando está la derecha en el poder... Tiene su gracia. #Ironía,@vdevaldivia #ironía. Que hay gente que no entiende las cosas.,anger,,
2018-Es-04179,1,2018-Es-00185,0.9996311068534851,Ha sido la semana más difícil sin hablarle a mi mejor amiga 😢,Que bien me hace hablar con gente que siempre estuvo y está conmigo a pesar de todo 😌👏🏻,"joy,love,optimism,trust",,
2018-Es-01705,1,2018-Es-06656,0.9998645782470703,Que aburrida la gente que quiere quedar bien com todo el mundo siempre,Sonreír a pesar de todas las cosas que pasen es de valientes,"joy,optimism",,
2018-Es-02389,1,2018-Es-01818,0.9997420310974121,No es enojo  España depcecion  y creo que es peor,No se pa que anda de ofendido si tambien ta bien torcido,"anger,disgust",,
2018-Es-04325,1,2018-Es-05424,0.9996832609176636,@Bono_fran @Z0UlSP0RR0 Pero fideo es el mas peligroso,"@MINDSREV0LUTI0N @PabloHiriart Tú ni filosofía tienes, solovino enajenado, solo entras a zurrar en la red a nombre de tu mesías ","anger,disgust",,
2018-Es-00007,1,2018-Es-04394,0.999549925327301,"@pao_renderos Vivimos en un tiempo de exhibicionismo tremendo, Pao. Me intriga cuál fue tu respuesta a eso. ",@cesciano Yo la voy a ver. Desde hoy ya por fin tengo Netflix. ,joy,,
2018-Es-01228,1,2018-Es-05530,0.9996328949928284,"@JeffMynor Cabal! Ahí van bolos, no crudos. ",@KiikaVell Mamalón...pero aburrido. XD,sadness,,
2018-Es-06696,1,2018-Es-00351,0.9996961951255798,Un semáforo malogrado cumple mejor función que un policía de transito 😤,Es peligroso acostumbrarse a alguien,"fear,pessimism",,
2018-Es-05936,1,2018-Es-04221,0.9997320175170898,@Galarza_Agos Es graciosa la situación jajajajajja,@ElmemoV Alabado sea el descuento jajajaj ,joy,,
2018-Es-03843,1,2018-Es-01354,0.9997624754905701,Solo le dije feliz dia a una persona jajja nose en la unica que pense😏,Ya no se difenciar un festivo de un día normal :( que rutinaria mi puta lífe,"anger,sadness",,
2018-Es-02180,1,2018-Es-05886,0.9993632435798645,Desesperado por encontrarte 🎶,"No me convenció nadie, me convenció tu sonrisa 🎵","joy,love",,
2018-Es-04168,1,2018-Es-05354,0.9997138977050781,"@valegarcia_01 se re nota que es una resentida, por favor mamita supéralo JAJAJA",@JSalazar9 Nah es entretenido sacarlo de sus casillas...,joy,,
2018-Es-03946,1,2018-Es-04804,0.9997713565826416,Tanto que se va a tardar en contestar ,Y ahora fui a verlo y no esta roto ,none,,
2018-Es-05964,1,2018-Es-01641,0.9996125102043152,@prensatur @DebeSaberQue @iCorreccion Explicame que entendieron los 11 que RT...? ,@LuisMiguelReyes @edwinrevolucion Acordate que ahora todo hay que hacerlo a la inversa...quizás por eso #Sarcasmo,"anticipation,joy",,
2018-Es-00899,1,2018-Es-01559,0.9993228316307068,"Lo sé, soy hermosa!: me siento genial",Sigo completamente indignada.,anger,,
2018-Es-00896,1,2018-Es-05193,0.9997913837432861,@Melizzarp Lamentablemente estamos estancados porque precisamente no vemos el problemas desde la raiz. Buenas noches,@chelinsarc Lamentablemente estos cadáveres dirigen nuestro país,"anger,pessimism,sadness",,
2018-Es-05645,1,2018-Es-02568,0.9995912313461304,No sé por dónde volver a empezar 😥,Y todo fue mentira 😥,sadness,,
2018-Es-06272,1,2018-Es-02376,0.9997749328613281,@llemakmc @castellf1 El sarcasmo esta bajito ,@cflauramf @martiresas @KikoMatamoros No supervivientes es estar criticando;tomar el sol e insultar,anger,,
2018-Es-01800,1,2018-Es-03600,0.9997723698616028,Se hace el enojado cuando yo debería estar cagandolo a piñas.,Pensé que se me habría pasado el disgusto pero no,"anger,sadness",,
2018-Es-05215,1,2018-Es-00295,0.9997818470001221,"@Ludmialcayde me cae re bien, tremenda diosa, ella y su grupo me odian creopp igual la mejor",@mannolly Mi tia esta orgullosa de ti y de @manuelcastillol yo tambien la extraño hasta cuando me regañaba!,"joy,love",,
2018-Es-04622,1,2018-Es-04353,0.9994422197341919,"#felizdiadelamigo al amor de mi vida, que es, a su vez, mi más valioso amigo. ¡Feliz día, mi corazón!!","Mis amigos lo son todo, ojalá nunca me falten. ¡Feliz día! Los amo ❤️","joy,love",,
2018-Es-04709,1,2018-Es-02673,0.9998601078987122,T paso alguna vez?Vi x la puerta d la pieza pasar a alguien x el pasillo. Miro y no hay nadie.  #raro #Tepaso   #Espanto ,T paso alguna vez?Vi x la puerta d la pieza pasar a alguien x el pasillo. Miro y no hay nadie.  #raro #tepaso   #espanto ,fear,,
2018-Es-04218,1,2018-Es-03246,0.999884307384491,Que incómoda me siento a veces,A veces me gusta ser chocante,"joy,trust",,
2018-Es-04640,1,2018-Es-05509,0.999651312828064,"okay hablando en serio, es a las 5am..... tendré que poner mi alarma t_t","@elcapiperez deberías de hacer una resolana que dure 7 horas, o en lo que amanece, pues ya me da temor en la noche y no puedo dormir 😟","fear,sadness",,
2018-Es-02637,1,2018-Es-03472,0.9991399645805359,"1o de julio: fue cuando empezaste a cambiar conmigo. Han pasado 86 días y sigo extrañándote mucho. Tus palabras, las llamadas inesperadas. ","Mientras puedas mirar al cielo sin temor, sabrás que eres puro por dentro, y que, pase lo que pase, volverás a ser feliz.","joy,optimism",,
2018-Es-03098,1,2018-Es-03827,0.9995782375335693,Siento alivio al escribirlo.  ,Es peligroso acostumbrarse a alguien.,pessimism,,
2018-Es-01832,1,2018-Es-05379,0.9994921684265137,"Expresión que da a entender algocontrario o diferente de lo que se dice, generalmente como burla disimulada. #ironía",@audiomano A mí tampoco me agrado mucho eso. Especialmente por tratarse de él. No hay justificación.,anger,,
2018-Es-06792,1,2018-Es-00079,0.9993231892585754,@sloowlifee Jajajajajajaja ¿en serio el alacrán? :(,@MarceloSureno Jajaajajajaja idiota!!! Oyeee suerte!!! Si ganas me debes unos churros! ☝️ acuérdate! 😂😂😂😂😂😂,joy,,
2018-Es-06708,1,2018-Es-06532,0.9998033046722412,Se me pasó volando la estudiantina ,No superó la noche  de ayer ,sadness,,
2018-Es-05160,1,2018-Es-05525,0.9996906518936157,hice mi hermana fan de pll ,Que susto da porraa,fear,,
2018-Es-01748,1,2018-Es-03428,0.9994686841964722,"Estoy tan contenta, goddddddd, voy pa Grecia","No puedo creer lo de chester, estoy deprimido","pessimism,sadness",,
2018-Es-05827,1,2018-Es-05575,0.9997497200965881,Ya quiero que sea vierneeees ,Sola nomas me hago la cabeza,"anger,pessimism",,
2018-Es-03520,1,2018-Es-05187,0.9997918009757996,Ando buscando mis ganas de estudiar ,Tengo miedo de hacer matrícula,fear,,
2018-Es-04355,1,2018-Es-00437,0.9995669722557068,Mi no tolerar a ese par. @SabMWest  dame cachetadas por fa. ¡Feliz dia del amigo cariño a ti y a @RoGlen_  los quiero ! 💖,"@Miotroyo2parte @amparelampa Solo hay que verle la cara de amargada, gentuza y aborto viviente. Para comprender todo. Asco dais asco !!!!!","anger,disgust",,
2018-Es-00202,1,2018-Es-02479,0.9997283220291138,¿Como puede hacer la gente para no sentir odio y resentimiento en sus corazones?,Si hay algo que me da rabia es sentir que estoy perdiendo el tiempo con algo o alguien.,anger,,
2018-Es-05316,1,2018-Es-05590,0.9997835755348206,Den gracias a Dios que no ganó la chavista de Distrito Capital el #MissEarthVenezuela se imaginan al Nico con una cadena para eso?! #susto,#DeNocheenlaCiudad @LeonardoUrregoM  sin duda alguna la sorpresa de la noche fue la canción que interpretó @CamVelandia de @piso21music,joy,,
2018-Es-01932,1,2018-Es-04876,0.9996823072433472,Estoy aburrida y mi linda no se conecta :c,"Feliz dia del amig... Ah no no tengo en la comunidad :""u","joy,pessimism",,
2018-Es-01792,1,2018-Es-04045,0.9997678995132446,@MisaHeadaches cuenta como insulto mi cena,@Luucianx Yo encantada de recibirlo ahora,joy,,
2018-Es-00072,1,2018-Es-04400,0.9996779561042786,Recién llego y ahora d nuevo d salida a buscar a mis sobris! Q no se largue ,Estaria necesitando a Santi para q me diga q hacer ,anticipation,,
2018-Es-00570,1,2018-Es-05930,0.9990531206130981,"Estoy sola en la biblioteca del poblado. Sola, triste y amargada.","mi tristeza, mi locura, mi refugio",sadness,,
2018-Es-02738,1,2018-Es-03827,0.9993476271629333,Yo: flotaras pa. El: no puedo flotar por qué estoy gordito.  ,Es peligroso acostumbrarse a alguien.,pessimism,,
2018-Es-05666,1,2018-Es-04272,0.9997870922088623,"Sigo pensando, en que suerte que esa vez que tuve parálisis del sueño estaba durmiendo conmigo,  si no me moría del susto sola.","Una noche ahogada en llanto, me juré a mi misma que no volvería a dejar que me tratarán como si no valiera nada.","anger,sadness",,
2018-Es-04281,1,2018-Es-04236,0.99980229139328,Que horrible sensación esa cuando algo realmente te duele o te molesta y te tenes que quedar ahí sonriendo y fingir  que todo esta bien,Se ve que es hiper difícil preguntar en lugar de que te llueva el cabreo de la otra persona y encima llamarle amargado. xD,"anger,disgust",,
2018-Es-06349,1,2018-Es-05349,0.9996656775474548,Harry dijo que es genial y agradable ver que a los chicos les va bien en sus carreras en solitario 💕💕,Real ver a Mario es como si me dieran una fórmula para sonreír todo el tiempo.,joy,,
2018-Es-01786,1,2018-Es-02417,0.9998382925987244,Que cosa del demonio la alarma,Que lluvia de mierda ,"anger,sadness",,
2018-Es-02006,1,2018-Es-02913,0.9997785091400146,Ya ahora la palabra no vale nada? #ironía,Me siento ofendida no somos así,"anger,disgust",,
2018-Es-06460,1,2018-Es-04458,1.0,"Esta alarma está establecida para dentro de 4 hs y 11 min, estoy llorando","Esta alarma está establecida para dentro de 4 hs y 11 min, estoy llorando",sadness,,
2018-Es-03497,1,2018-Es-06307,0.9996464252471924,@KevenYHensy Quien no estaría orgullosa 😂 mi Amirsotee 😂😍,@KevenYHensy Yo se que sus madres tiene que estar muy orgullosa 💕💞💟😍,"joy,optimism,trust",,
2018-Es-01842,1,2018-Es-01397,0.999965250492096,si me hablan no me enojo,Si me hablan no me enojo,none,,
2018-Es-00162,1,2018-Es-05767,0.9998182654380798,es que nunca vas a dejar de ponerme nerviosa,Hay que darlo todo hasta cuando estás enfadada,"anger,optimism",,
2018-Es-04088,1,2018-Es-01559,0.9991073608398438,¿Y si este café supiese a ti? Amargaría.,Sigo completamente indignada.,anger,,
2018-Es-06598,1,2018-Es-06006,0.9996666312217712,Mae me enoja tener que dormirme enojada.,"Si de por sí me cargo a Satanas todo el tiempo, enojado más.",anger,,
2018-Es-02567,1,2018-Es-01612,0.9996693730354309,Tanto tiempo esperando el capítulo final de pll para q sea una mierda estoy indignada te odio @PLLTVSeries 😩😩,Acabo de ver en el cine la peor pelicula de terror pero la mas divertida y con la mejor audiencia😂😂,"fear,joy",,
2018-Es-03765,1,2018-Es-04004,0.9995437860488892,Se enojo 😂😂😂,Alguien anda resentido. 😂😂😂😂,"anger,joy",,
2018-Es-01963,1,2018-Es-04228,0.9997214674949646,Loca se enojo conmigo pq segun ella lo acababa d conocer y ya le hablaba como si fuera de hace mucho PERO PARALE LOCA,"Ayer me fui a dormir peleada con sofia,hoy me levante y tenia un audio de ella como si nads hubiese pasado,les juro q la amo💜",love,,
2018-Es-00708,1,2018-Es-03198,0.9989726543426514,@Bxstixn_Vxssely ¡Feliz cumple!,@KLibrado ¡Feliz día!,joy,,
2018-Es-02711,1,2018-Es-04409,0.9998024702072144,"Sivpaso por tu lado y no telsaludo no lo tomes como enojo que los amores que se quieren se saludan con gos oj,s.",Si iaso por tu lado y no te saludo nq  o tomes como enojo que los amores q e se quieren se saludan con los ojos.,"anger,love,optimism",,
2018-Es-04971,1,2018-Es-00667,0.9996345043182373,"En las partes q siento q van a ser de terror me tapo los oídos y cierro los ojos, cuántos años tengo? Cinco?",Ya me entró ansiedad y ganas de llorar porque me acaba de caer la cuenta de el poco espacio y falta de privacidad que tendré...,"fear,sadness",,
2018-Es-02614,1,2018-Es-00056,0.9997924566268921,1 semana que no fui al colegio ,No quiero ir mañana a la escuela ,"disgust,pessimism,sadness",,
2018-Es-02856,1,2018-Es-04371,0.9995834827423096,Estoy muy aburrido.,Tengo mucho miedo.,fear,,
2018-Es-02150,1,2018-Es-06210,0.9997598528862,@Camila_Cabello lo que me mata en vida es saber que viviendo en Mex puedo morir a causa de un terremoto y no conocerte 😢,"@NatashaCoronel No es nio tan grave, no se le desea que se le descomponga la ducha ni a tu peor enemigo 💔","anger,disgust,sadness",,
2018-Es-05798,1,2018-Es-04394,0.9994624853134155,@hachemuda12 😂😂😂 Me han recortado las patitas del trisquel. ¡Venganza!,@cesciano Yo la voy a ver. Desde hoy ya por fin tengo Netflix. ,joy,,
2018-Es-02952,1,2018-Es-06716,0.9998599886894226,Me siento hasta nerviosa,Aún me siento indignada,anger,,
2018-Es-03409,1,2018-Es-03155,0.999308705329895,Asi o mas sospechoso 🤔😂✌️,Ansiosa para sábado 😍,"anticipation,optimism",,
2018-Es-02195,1,2018-Es-05904,0.9997758865356445,@lopezm_maria @AntonioJSMazuec @Rosariooo18 @gema_escobedo2 En serio te como eres increíble quiero verte ya,"@AndresF_Garcia Todos los dibujos tienen cachos, sospechoso @josesalaaas @Dederlealdair @I_amghoul @JhonCruz0525 @jhonatanperez__","fear,surprise",,
2018-Es-06629,1,2018-Es-05512,0.9996194839477539,@RobDomynguez Yo soy hija de Yecenia. ,@MilyGrandis Jaja de nada. ,joy,,
2018-Es-06016,1,2018-Es-01704,0.9997467994689941,@Alvarez_guada15 Si no decime a mi que bese el piso ,@Lucas_Castel me vas a hacer llorar lucas,sadness,,
2018-Es-03544,1,2018-Es-06745,0.9996570944786072,Se delatan solitos... Tranquilos que el que riendo las hace llorando las paga... Ahi vamos 👌,"Dicen que alguien ya vino y se fue, dicen que pasa las noches llorando por el 🎶",sadness,,
2018-Es-04670,1,2018-Es-06901,0.9994754195213318,"@HenryOuatx -Niega con la cabeza y deja escapar una risita nerviosa.-  Mejor no, cariño, esa, es una historia bastante retorcida",@loreinsanchez Quién no... Yo tuve insomnio tres días. Horrendo.,"pessimism,sadness",,
2018-Es-02246,1,2018-Es-00976,0.999704897403717,Mis amigas ya tomaron sus fotos con humo de colores menos io y las necesito en mi vida. ,no es justo desde hace mil años llorando cada vez que las veo,sadness,,
2018-Es-02300,1,2018-Es-00082,0.999215304851532,"Ya quiero que llegue mañana!! 😜😜 Ya que mañana juega mi @JuniorClubSA  A darle fuerza con toda • • • ¡Descanso, casita y no se que mas! 🏢📺🍻⚽","¡Feliz cumpleaños, #Gordito @kossajah! Hay que irnos a festejar 🎂👍😁🎉🍻","joy,optimism",,
2018-Es-05418,1,2018-Es-01635,0.999538004398346,"@HS94NV Phineas, no te pongas así. oTESALDRÁPELEA.","@SherKitt 😮 se baña en formol?  no, preséntamelos ",optimism,,
2018-Es-01349,1,2018-Es-01014,0.9992254972457886,"En la pelea, se conoce al soldado; solo en la Voctoria, se conoce al caballero. - Jacinto Benavfnte.",La mejor venganza es ser diferente a quien causó el daño.-Marco Aurelio.,"disgust,optimism",,
2018-Es-06350,1,2018-Es-00559,0.9997426867485046,@ImmersionMak En serio??? Jajaja en el mismo tren? ,@Gonzatraverso22 Quiero saber quien,none,,
2018-Es-06053,1,2018-Es-03303,0.9998279213905334,Me da miedo la oscuridad,Me hace envenenar mi vieja,"anger,disgust",,
2018-Es-05887,1,2018-Es-01613,0.9998078942298889,me siento un fracaso pero es divertido hacer encuestas,Ni en las encuestas pedorras con un emoji tengo suerte,"anger,pessimism",,
2018-Es-05350,1,2018-Es-01337,0.9998186826705933,Vine a ver si se habían muerto en el apocalipsis y aún sigo leyendo sus tuits bien de la chingada ,@irusanabria Se me van a ver los rollos más que la tanga si sigo con mi felicidad jejej,joy,,
2018-Es-05867,1,2018-Es-00398,0.9996572732925415,¿ juega @LuisSuarez9 ? #Nostalgia ,@_AryaStark_ ¡Este es peor! #Miedo,fear,,
2018-Es-04899,1,2018-Es-00317,0.9997833967208862,"@FerivRivera Pero una que busca algo bien, ellos solo quieren diversión ",@FlorRatisconi Si la alegría es eso. :(,"joy,pessimism,sadness",,
2018-Es-00920,1,2018-Es-04180,0.9997718930244446,Voi a poner la alarma a las 7:45,Pilar se durmiendo ahora se va a levantar a las 4 de la mañana ,anticipation,,
2018-Es-06288,1,2018-Es-03079,0.9998112320899963,Necesito un abrazo sincero ,Su sonrisa es perfecta ,"joy,love",,
2018-Es-02284,1,2018-Es-04836,0.9993685483932495,Que cansancio vale.,¿Existe algo peor que trabajar un festivo?,anger,,
2018-Es-06061,1,2018-Es-02904,0.9997842907905579,"@javiercedeo @florciampoli Imagínate eso! Yo solo lo conozco por esconderse en cielo rasos, ahora por incoherente...de 2-0",@mateodelorto pero no estoy llorando ahre,sadness,,
2018-Es-04486,1,2018-Es-01313,0.9997209310531616,Desculpa por tanta tristeza,Quemada es poco😤,anger,,
2018-Es-02134,1,2018-Es-04265,0.9997673034667969,Tengo que admitir que me estoy cagando de miedo. ,Yo sé que no me ha dado sueño porque estoy indignado.,"anger,sadness",,
2018-Es-05770,1,2018-Es-00347,0.999636173248291,@ocwaca queríamos 🙁,@Brendaa_C Todos chiquita....todos 🙁,sadness,,
2018-Es-03829,1,2018-Es-05349,0.9997140169143677,"Lo llame a mi novio que dormía, solamente para cagarme de risa dos hs",Real ver a Mario es como si me dieran una fórmula para sonreír todo el tiempo.,joy,,
2018-Es-03899,1,2018-Es-02173,0.9997435212135315,hay un pibe mirándome fijo hace 1 hora en el bondi ,Necesito que el colo arregle su celular ya ,"anger,anticipation",,
2018-Es-01151,1,2018-Es-02307,0.9993618130683899,felicidad mode on 💖,Cada espacio de tu cuerpo es mi desesperación 💑💑,love,,
2018-Es-04058,1,2018-Es-04530,0.9998065233230591,Ahora los iguazos digo los Colombianos salen a ofender al gran @ArjenRobben a lo bien que mucha gente es severa plaga,Cpn lo grave y preocupante que es la herida de Jaemin se burlan así lpm my boy deserves better,"anger,disgust",,
2018-Es-03080,1,2018-Es-00666,0.999733030796051,@Laxusbr Fala tu ,@Letibohemio Repechaje amiga ,none,,
2018-Es-04992,1,2018-Es-03380,0.9997575879096985,@BenetBeca @lareirinha @PPopular Ofender  a un inferior no es ofender,@radicalyfeliz @evoespueblo Y para insultar da la cara y nombre cobarde,"anger,disgust",,
2018-Es-02787,1,2018-Es-01970,0.9997541308403015,@Blueberry_TRA hermanito te extraño ,@pauesbonita Disculpa mi francés ,none,,
2018-Es-02698,1,2018-Es-01855,0.9996947646141052,"@tallerarteluz Cómo me haría falta ese taller en estos momentos, carajo...  #Novela #Miedo #Temor #Bloqueo #ParálisisMental #NoSeaCoyón",Sé que revisas mi perfil así mira esto MI AMOR! #FELIZ #PorelMundo #contigoemtodolado,"joy,love",,
2018-Es-02241,1,2018-Es-04904,0.999657928943634,Cagaron a tiro a alguien y si todo esos tiros fue para alguna persona la dejaron echo un colador 😂,"@SoyGroupie lo peor es que si quiere hacer algo lo va a hacer, es un tipo super peligroso y hoy quedó demostrado. ojalá se muera por favor","anger,disgust,sadness",,
2018-Es-03335,1,2018-Es-02412,0.9997450709342957,No está uno para reuniones familiares sorpresa a medio miércoles,Los martes yo estaba bien😡 no tenía ni que venir aquí a joder ,"anger,sadness",,
2018-Es-01701,1,2018-Es-01974,0.9997164607048035,Feliz día a todos los amigos!!!,#Feliz día a todos,joy,,
2018-Es-04983,1,2018-Es-01445,0.9997467994689941,"Hoy me partí la cabeza y me lastime en la cicatriz, casi muero llorando😂😂",Tu pasando pena y yo muriéndome de la risa😂,joy,,
2018-Es-02816,1,2018-Es-02878,0.9997433423995972,La felicidad de tu vida depende de la calidad de tus pensamientos.,Solo si leo a la velocidad de la luz voy a poder terminar mis trabajos. ,"anticipation,pessimism,surprise,trust",,
2018-Es-04006,1,2018-Es-05737,0.9996126890182495," La #Felicidad se guarda en naftalina, se esconde de los malos debajo de la cama  🎈  - @montanertwiter",".@NicoleCav18 es la peor, se tiro al sofá a ver Master chef mientras Paola y yo hacemos la maqueta. #INDIGNADA",anger,,
2018-Es-06031,1,2018-Es-00383,0.9996570944786072,"No voy a entrar a instagram hasta mañana, que depresión loco. Quiero estar ahí, con mis amigos",Solo de abrir Facebook es una depresión masiva la que me invade... *toxico* 😒,sadness,,
2018-Es-00275,1,2018-Es-06384,0.9997612237930298,Hace una vergüenza terrible en esta habitación tan vacía.,Lamentablemente soy muy sensible y cualquier tonteria me hace daño.,"fear,pessimism,sadness",,
2018-Es-02812,1,2018-Es-06210,0.9997385144233704,@DianaVaazquez que oso y llegarás mañana a hacerla 😥,"@NatashaCoronel No es nio tan grave, no se le desea que se le descomponga la ducha ni a tu peor enemigo 💔","anger,disgust,sadness",,
2018-Es-04933,1,2018-Es-04024,0.9992448687553406,"gabriel bola atoa, pavor",Dormi bue mal fse ,"anger,sadness",,
2018-Es-00226,1,2018-Es-04985,0.9997356534004211,Me alegro la noche este gil ,Peleado con el sueño,"anger,sadness",,
2018-Es-05018,1,2018-Es-00375,0.9996522665023804,@SarpY_icerde Pero #Baris va ser un gran personaje desde ahora #Sarp soempre preocupado de su padre #IcerdexMega #NocheDeTeatro 😁,"@DebRyanShow #Rayito creo que eres la persona más famosa que hay en este mes , eres genial por eso tienes tantos seguidores xD","joy,love",,
2018-Es-04570,1,2018-Es-05842,0.9996451139450073,Esa ansiedad de enfrentar tus diseños con la aceptación del público objetivo...,Terrible lo mio de alunarme por cualquier cosa.,"disgust,pessimism",,
2018-Es-04449,1,2018-Es-00548,0.9994848370552063,"No te olvides: el #ejercicio y la #actividadfísica mejoran el #ánimo, estimula la agilidad mental y alivia la #depresión. #CuidaTuVida","Las cosas las tienes que hacer porque quieres y apetece, no para esperar nada a cambio #felicidad #actitud #valores","joy,optimism",,
2018-Es-01608,1,2018-Es-00060,0.9997972249984741,@Betiitozaiidbas El insomnio es divertido a veces,@AndresParcerito Y yo de la limonada de limón ,none,,
2018-Es-00935,1,2018-Es-00566,0.9992913007736206,"Mucho a destacar en #DeathNote. Dos únicos apuntes: la última frase es magnífica, la #BSO incomprensible. #cine ","@JafetLuza colapso nervioso (culpa de dejar la medicación, sospecho) en medio de un examen. Una cosa humillante :(","anger,fear,sadness",,
2018-Es-01280,1,2018-Es-02838,0.9997839331626892,Para que me bloqueas hija de tu pu*a madre,Soy muy afortunada de tener a mi familia hobbit,joy,,
2018-Es-05134,1,2018-Es-04618,0.9997398257255554,"@eloina_mogollon Si, se sintiò bastante fuerte en Guarenas el temblor ","@jorbiazzo Te veo en el recreo, y me vuelvo loco","joy,love",,
2018-Es-02398,1,2018-Es-04560,0.9994763731956482,Ha sido larga la comparecencia del Rey sobre la crisis de estado que estamos sufriendo... #ironía . #3Oct,"La definición de #Trump sobre Puerto Rico: ""Es una #isla rodeada de agua"".Bueno este día aprendí algo.(#sarcástica) #Tampico #mty","disgust,joy,pessimism",,
2018-Es-04237,1,2018-Es-05990,0.9995746612548828,@cxpricieux Ofendida me siento.,@guaperro1 Demasiado dulce 😅,"joy,optimism",,
2018-Es-02052,1,2018-Es-03660,0.9998013973236084,Menos mal que nunca me dió vergüenza llorar en el bondi.,"Que te duela la panza de tanto reirte, eso no se paga con nada ",joy,,
2018-Es-06580,1,2018-Es-00477,0.9996338486671448,"Fui a comer con mis amigos y ya estoy comiendo compota en mi casa, estoy muy ansiosa.",Le dije a mi papá que me trajera cena y me dijo que si.... Llegó con sopa Maruchan ,pessimism,,
2018-Es-06435,1,2018-Es-02491,0.9995834231376648,"10 me enteré un par tuyas, sos peligrosa","Ando resentida, mejor me voy",anger,,
2018-Es-01230,1,2018-Es-02235,0.9997598528862,@villalobossebas @VlIIalobosSebas No jodas  mañana es día de escuela  hay que levantarse temprano ,@martamendoza5 Has el baloto porque estas de una suerte bravaaaaa,"joy,optimism",,
2018-Es-05320,1,2018-Es-04394,0.9995556473731995,"que suerte que empece el tratamiento, increible el cambio desde mayo hasta ahora 😆",@cesciano Yo la voy a ver. Desde hoy ya por fin tengo Netflix. ,joy,,
2018-Es-03833,1,2018-Es-00860,0.9993317127227783,Ya se va a ir 🙁,Quiero que me apapachen 🙁,sadness,,
2018-Es-02342,1,2018-Es-04500,0.9996457099914551,Esa pelea interior entre sí ir a orinar o ya dormirme para no pensar en ir a orinar jajaja. Maldita hueva me corroe.,"Arreglo la moto y la vendo a la mierda, podrido de renegar ","anger,disgust,pessimism",,
2018-Es-04718,1,2018-Es-02113,0.9996885061264038,"Si, me molesta que adelante la serie sin mi. Y Mucho ","Ya esta conmigo el vestido, una preocupación menos","joy,optimism,trust",,
2018-Es-02829,1,2018-Es-01171,0.9985074400901794,¿Insultan por dm?  ¿En serio?,Un euro? Se perdió el respeto.,"anger,sadness",,
2018-Es-03483,1,2018-Es-03579,0.9996441006660461,"Al principio no me llamó la atención, luego lo vi sonreír y fue como aplicar mil filtros de Instagram.",Yo creo que Suga fue muy feliz cuando le dijeron que tenia que tirar el micrófono al final 😊,joy,,
2018-Es-04843,1,2018-Es-03961,0.9996110200881958,@bbcmundo ¡En Bolivia seguiremos los pasos de Alemania! #Feliz,"@fc_cordon Me has pillado! Somos los caminantes blancos, vamos, lo peor! #Ironía","pessimism,surprise",,
